"Well";"replno";"smpltp";"templvol";"QtyID";"WellType";"Replicate";"ThresholddRn";"CtdRn";"Quantitycopies";"RSqdRn";"SlopedRn";"qpcrno";"MONISprojectno";"AssayID";"speciesabbr";"plateno";"qpcrrundate";"smplNo";"smplNo02";"Unikt.prøvesæt.nummer";"Noter.på.plastic.posen";"Konc.målt.på.Qubit._ng.uL";"Dato.for.ekstraktion";"Ekstraktionsnummer";"Noter2";"Elueringvolumen.AE.buffer.uL";"Sub_Nmb_for_extraction";"Dato_for_indsml";"X.Noter2";"U_Pr_Nr";"MSTno_di";"wdt";"Navn_Inds";"skib";"Inst";"Dato_inds";"Lok_omr01";"lokalitet_vanda";"lok_pos_lat";"lok_pos_lon";"max_Dyb";"Dyb_Str_m";"Vwf_mL";"vandsoejllagd";"Dyb_lagd01";"dato_80C";"Temp_Inds";"Bemaerkn";"MST.n_Dinds";"MST.nummer";"MST_STEXno";"smplNoSTEX"
"E06";"13";"MST0129";"3uL";"QtyorID";"Unknown";"13";"Treshold";"39.0326132272534";"2.0618942006045";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0129";"MST0129";"1";NA;"4.02";"2020-jun-30";"MST-SX08";NA;"350";"08_01";"2019-06-28";NA;"MST0129";"MST0129::2019-06-28";FALSE;"SvendaageBendtsen";"MagretheGaardbo";"Nordjylland";"2019-06-28";"HirtshalsNOR7715";"92200001";57.6078333333333;9.90025555555555;19;1;"1500";"nej";"na";"2019-07-03";16.1;NA;"MST0129_2019-06-28";"MST0129";"MST0129STEX08_01";NA
"B10";"26";"MST0144";"3uL";"QtyorID";"Unknown";"26";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0144";"MST0144";"1";NA;"21.4";"2020-jun-26";"MST-SX07";NA;"350";"07_01";"#N/A-NA-#N/A";NA;"MST0144";"MST0144::#N/A-NA-#N/A";FALSE;"EmilGuddalLarsen";"Capella";"Sjaelland";"2019-09-05";"RoskildefjordRoskildebredning";"93220011";55.713;12.04;5;1;"1600";"nej";"-";"2019-09-05";18.6;NA;"MST0144_2019-09-05";"MST0144";"MST0144STEX07_01";NA
"B11";"26";"MST0144";"3uL";"QtyorID";"Unknown";"26";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0144";"MST0144";"1";NA;"21.4";"2020-jun-26";"MST-SX07";NA;"350";"07_01";"#N/A-NA-#N/A";NA;"MST0144";"MST0144::#N/A-NA-#N/A";FALSE;"EmilGuddalLarsen";"Capella";"Sjaelland";"2019-09-05";"RoskildefjordRoskildebredning";"93220011";55.713;12.04;5;1;"1600";"nej";"-";"2019-09-05";18.6;NA;"MST0144_2019-09-05";"MST0144";"MST0144STEX07_01";NA
"B12";"26";"MST0144";"3uL";"QtyorID";"Unknown";"26";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0144";"MST0144";"1";NA;"21.4";"2020-jun-26";"MST-SX07";NA;"350";"07_01";"#N/A-NA-#N/A";NA;"MST0144";"MST0144::#N/A-NA-#N/A";FALSE;"EmilGuddalLarsen";"Capella";"Sjaelland";"2019-09-05";"RoskildefjordRoskildebredning";"93220011";55.713;12.04;5;1;"1600";"nej";"-";"2019-09-05";18.6;NA;"MST0144_2019-09-05";"MST0144";"MST0144STEX07_01";NA
"D04";"12";"MST0158";"3uL";"QtyorID";"Unknown";"12";"Treshold";"26.9611273137227";"3455.33432971025";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0158";"MST0158";"2";NA;"10.1";"2020-jun-30";"MST-SX08";NA;"350";"08_02";"#N/A-NA-#N/A";NA;"MST0158";"MST0158::#N/A-NA-#N/A";FALSE;"EmilGuddalLarsen";"Dykkerbaad";"Sjaelland";"2019-06-25";"Nivaaoeresund";"97200002";55.93765;12.5168833333333;3.1;2.3;"1650";"nej";"-";"2019-06-28";20;NA;"MST0158_2019-06-25";"MST0158";"MST0158STEX08_02";NA
"D05";"12";"MST0158";"3uL";"QtyorID";"Unknown";"12";"Treshold";"27.4757182087014";"2517.94267836018";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0158";"MST0158";"2";NA;"10.1";"2020-jun-30";"MST-SX08";NA;"350";"08_02";"#N/A-NA-#N/A";NA;"MST0158";"MST0158::#N/A-NA-#N/A";FALSE;"EmilGuddalLarsen";"Dykkerbaad";"Sjaelland";"2019-06-25";"Nivaaoeresund";"97200002";55.93765;12.5168833333333;3.1;2.3;"1650";"nej";"-";"2019-06-28";20;NA;"MST0158_2019-06-25";"MST0158";"MST0158STEX08_02";NA
"D06";"12";"MST0158";"3uL";"QtyorID";"Unknown";"12";"Treshold";"27.3473358561969";"2724.80871039321";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0158";"MST0158";"2";NA;"10.1";"2020-jun-30";"MST-SX08";NA;"350";"08_02";"#N/A-NA-#N/A";NA;"MST0158";"MST0158::#N/A-NA-#N/A";FALSE;"EmilGuddalLarsen";"Dykkerbaad";"Sjaelland";"2019-06-25";"Nivaaoeresund";"97200002";55.93765;12.5168833333333;3.1;2.3;"1650";"nej";"-";"2019-06-28";20;NA;"MST0158_2019-06-25";"MST0158";"MST0158STEX08_02";NA
"F07";"22";"MST0164";"3uL";"QtyorID";"Unknown";"22";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0164";"MST0164";"1";NA;"8.15";"2020-jun-08";"MST-SX06";NA;"350";"06_01";"#N/A-NA-#N/A";NA;"MST0164";"MST0164::#N/A-NA-#N/A";FALSE;"GEPED";"Musling";"Nordjylland";"2019-05-13";"LoegstoerbredningVIB3708_1";"93730002";57.9565833333333;9.052075;7.3;1;"1625";"nej";NA;"2019-05-13";10.8;NA;"MST0164_2019-05-13";"MST0164";"MST0164STEX06_01";NA
"F08";"22";"MST0164";"3uL";"QtyorID";"Unknown";"22";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0164";"MST0164";"1";NA;"8.15";"2020-jun-08";"MST-SX06";NA;"350";"06_01";"#N/A-NA-#N/A";NA;"MST0164";"MST0164::#N/A-NA-#N/A";FALSE;"GEPED";"Musling";"Nordjylland";"2019-05-13";"LoegstoerbredningVIB3708_1";"93730002";57.9565833333333;9.052075;7.3;1;"1625";"nej";NA;"2019-05-13";10.8;NA;"MST0164_2019-05-13";"MST0164";"MST0164STEX06_01";NA
"F09";"22";"MST0164";"3uL";"QtyorID";"Unknown";"22";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0164";"MST0164";"1";NA;"8.15";"2020-jun-08";"MST-SX06";NA;"350";"06_01";"#N/A-NA-#N/A";NA;"MST0164";"MST0164::#N/A-NA-#N/A";FALSE;"GEPED";"Musling";"Nordjylland";"2019-05-13";"LoegstoerbredningVIB3708_1";"93730002";57.9565833333333;9.052075;7.3;1;"1625";"nej";NA;"2019-05-13";10.8;NA;"MST0164_2019-05-13";"MST0164";"MST0164STEX06_01";NA
"D07";"20";"MST0170";"3uL";"QtyorID";"Unknown";"20";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0170";"MST0170";"2";NA;"12.2";"2020-jun-08";"MST-SX06";NA;"350";"06_02";"#N/A-NA-#N/A";NA;"MST0170";"MST0170::#N/A-NA-#N/A";FALSE;"JOCTH";"Musling";"Midtjylland";"2019-05-14";"SkivefjordVIB3727_1";"93740007";57.370125;9.068025;4.7;1;"1600";"ja";"3.6";"2019-05-14";11;NA;"MST0170_2019-05-14";"MST0170";"MST0170STEX06_02";NA
"D08";"20";"MST0170";"3uL";"QtyorID";"Unknown";"20";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0170";"MST0170";"2";NA;"12.2";"2020-jun-08";"MST-SX06";NA;"350";"06_02";"#N/A-NA-#N/A";NA;"MST0170";"MST0170::#N/A-NA-#N/A";FALSE;"JOCTH";"Musling";"Midtjylland";"2019-05-14";"SkivefjordVIB3727_1";"93740007";57.370125;9.068025;4.7;1;"1600";"ja";"3.6";"2019-05-14";11;NA;"MST0170_2019-05-14";"MST0170";"MST0170STEX06_02";NA
"D09";"20";"MST0170";"3uL";"QtyorID";"Unknown";"20";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0170";"MST0170";"2";NA;"12.2";"2020-jun-08";"MST-SX06";NA;"350";"06_02";"#N/A-NA-#N/A";NA;"MST0170";"MST0170::#N/A-NA-#N/A";FALSE;"JOCTH";"Musling";"Midtjylland";"2019-05-14";"SkivefjordVIB3727_1";"93740007";57.370125;9.068025;4.7;1;"1600";"ja";"3.6";"2019-05-14";11;NA;"MST0170_2019-05-14";"MST0170";"MST0170STEX06_02";NA
"E07";"21";"MST0173";"3uL";"QtyorID";"Unknown";"21";"Treshold";"27.3620117855174";"2700.32578555085";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0173";"MST0173";"3";NA;"2.1";"2020-jun-08";"MST-SX06";NA;"350";"06_03";"#N/A-NA-#N/A";NA;"MST0173";"MST0173::#N/A-NA-#N/A";FALSE;"JOCTH";"Musling";"Nordjylland";"2019-05-21";"aalborgbugtNOR409";"93000005";56.8566666666667;10.7847222222222;14.7;1;"1500";"ja";"7.5";"2019-05-21";12.3;NA;"MST0173_2019-05-21";"MST0173";"MST0173STEX06_03";NA
"E08";"21";"MST0173";"3uL";"QtyorID";"Unknown";"21";"Treshold";"27.2376795052149";"2914.90625843618";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0173";"MST0173";"3";NA;"2.1";"2020-jun-08";"MST-SX06";NA;"350";"06_03";"#N/A-NA-#N/A";NA;"MST0173";"MST0173::#N/A-NA-#N/A";FALSE;"JOCTH";"Musling";"Nordjylland";"2019-05-21";"aalborgbugtNOR409";"93000005";56.8566666666667;10.7847222222222;14.7;1;"1500";"ja";"7.5";"2019-05-21";12.3;NA;"MST0173_2019-05-21";"MST0173";"MST0173STEX06_03";NA
"E09";"21";"MST0173";"3uL";"QtyorID";"Unknown";"21";"Treshold";"27.4279719097313";"2592.97660202256";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0173";"MST0173";"3";NA;"2.1";"2020-jun-08";"MST-SX06";NA;"350";"06_03";"#N/A-NA-#N/A";NA;"MST0173";"MST0173::#N/A-NA-#N/A";FALSE;"JOCTH";"Musling";"Nordjylland";"2019-05-21";"aalborgbugtNOR409";"93000005";56.8566666666667;10.7847222222222;14.7;1;"1500";"ja";"7.5";"2019-05-21";12.3;NA;"MST0173_2019-05-21";"MST0173";"MST0173STEX06_03";NA
"A04";"09";"MST0182";"3uL";"QtyorID";"Unknown";"09";"Treshold";"31.2471663513134";"247.579093942165";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0182";"MST0182";"3";"12-06-2019, VSJ20925";"3";"2020-jun-30";"MST-SX08";NA;"350";"08_03";"2019-06-12";NA;"MST0182";"MST0182::2019-06-12";FALSE;"ALKRI_PHELD";"DAPHNE";"MST_SjaeLLAND";"2019-06-12";"Gniben";"94300001";56.1318333333333;11.1501333333333;48.3;1;"1500";"ja";"6";"2019-06-14";15.18;NA;"MST0182_2019-06-12";"MST0182";"MST0182STEX08_03";NA
"A05";"09";"MST0182";"3uL";"QtyorID";"Unknown";"09";"Treshold";"31.1653670871874";"260.3526946945";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0182";"MST0182";"3";"12-06-2019, VSJ20925";"3";"2020-jun-30";"MST-SX08";NA;"350";"08_03";"2019-06-12";NA;"MST0182";"MST0182::2019-06-12";FALSE;"ALKRI_PHELD";"DAPHNE";"MST_SjaeLLAND";"2019-06-12";"Gniben";"94300001";56.1318333333333;11.1501333333333;48.3;1;"1500";"ja";"6";"2019-06-14";15.18;NA;"MST0182_2019-06-12";"MST0182";"MST0182STEX08_03";NA
"A06";"09";"MST0182";"3uL";"QtyorID";"Unknown";"09";"Treshold";"31.1814675938794";"257.787423162334";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0182";"MST0182";"3";"12-06-2019, VSJ20925";"3";"2020-jun-30";"MST-SX08";NA;"350";"08_03";"2019-06-12";NA;"MST0182";"MST0182::2019-06-12";FALSE;"ALKRI_PHELD";"DAPHNE";"MST_SjaeLLAND";"2019-06-12";"Gniben";"94300001";56.1318333333333;11.1501333333333;48.3;1;"1500";"ja";"6";"2019-06-14";15.18;NA;"MST0182_2019-06-12";"MST0182";"MST0182STEX08_03";NA
"B07";"18";"MST0187";"3uL";"QtyorID";"Unknown";"18";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0187";"MST0187";"6";NA;"2.68";"2020-jun-08";"MST-SX06";NA;"350";"06_06";"2019-05-10";NA;"MST0187";"MST0187::2019-05-10";FALSE;"Alkri";"DAPHNE";"MST_FYN";"2019-05-10";"DMU444Arkona";"99000052";55.0003333333333;13.3000277777778;46;1;"1450";"ja";"30";"2019-05-13";7.75;NA;"MST0187_2019-05-10";"MST0187";"MST0187STEX06_06";NA
"B08";"18";"MST0187";"3uL";"QtyorID";"Unknown";"18";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0187";"MST0187";"6";NA;"2.68";"2020-jun-08";"MST-SX06";NA;"350";"06_06";"2019-05-10";NA;"MST0187";"MST0187::2019-05-10";FALSE;"Alkri";"DAPHNE";"MST_FYN";"2019-05-10";"DMU444Arkona";"99000052";55.0003333333333;13.3000277777778;46;1;"1450";"ja";"30";"2019-05-13";7.75;NA;"MST0187_2019-05-10";"MST0187";"MST0187STEX06_06";NA
"B09";"18";"MST0187";"3uL";"QtyorID";"Unknown";"18";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0187";"MST0187";"6";NA;"2.68";"2020-jun-08";"MST-SX06";NA;"350";"06_06";"2019-05-10";NA;"MST0187";"MST0187::2019-05-10";FALSE;"Alkri";"DAPHNE";"MST_FYN";"2019-05-10";"DMU444Arkona";"99000052";55.0003333333333;13.3000277777778;46;1;"1450";"ja";"30";"2019-05-13";7.75;NA;"MST0187_2019-05-10";"MST0187";"MST0187STEX06_06";NA
"C10";"27";"MST0188";"3uL";"QtyorID";"Unknown";"27";"Treshold";"33.686682124464";"55.2247159540432";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0188";"MST0188";"2";NA;"13.3";"2020-jun-26";"MST-SX07";NA;"350";"07_02";"2019-09-02";NA;"MST0188";"MST0188::2019-09-02";FALSE;"OLBPO";"Belone";"MST_FYN";"2019-09-02";"FYN6900017";"94230001";55.4678333333333;10.5169333333333;9.4;1;"1000";"nej";NA;"2019-09-02";18.6;NA;"MST0188_2019-09-02";"MST0188";"MST0188STEX07_02";NA
"C11";"27";"MST0188";"3uL";"QtyorID";"Unknown";"27";"Treshold";"33.7920436954813";"51.7597330476525";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0188";"MST0188";"2";NA;"13.3";"2020-jun-26";"MST-SX07";NA;"350";"07_02";"2019-09-02";NA;"MST0188";"MST0188::2019-09-02";FALSE;"OLBPO";"Belone";"MST_FYN";"2019-09-02";"FYN6900017";"94230001";55.4678333333333;10.5169333333333;9.4;1;"1000";"nej";NA;"2019-09-02";18.6;NA;"MST0188_2019-09-02";"MST0188";"MST0188STEX07_02";NA
"C12";"27";"MST0188";"3uL";"QtyorID";"Unknown";"27";"Treshold";"33.970813147875";"46.3707100961961";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0188";"MST0188";"2";NA;"13.3";"2020-jun-26";"MST-SX07";NA;"350";"07_02";"2019-09-02";NA;"MST0188";"MST0188::2019-09-02";FALSE;"OLBPO";"Belone";"MST_FYN";"2019-09-02";"FYN6900017";"94230001";55.4678333333333;10.5169333333333;9.4;1;"1000";"nej";NA;"2019-09-02";18.6;NA;"MST0188_2019-09-02";"MST0188";"MST0188STEX07_02";NA
"H07";"24";"MST0239";"3uL";"QtyorID";"Unknown";"24";"Treshold";"39.1299802374008";"1.94204914045455";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0239";"MST0239";"8";NA;"5.5";"2020-jun-08";"MST-SX06";NA;"350";"06_08";"#N/A-NA-#N/A";NA;"MST0239";"MST0239::#N/A-NA-#N/A";FALSE;"GEPED";"Musling";"oestjylland";"2019-03-12";"HevringbugtHB01";"93500119";57.6178166666667;10.5334777777778;12;10.6;"1300";"ja";"8.1999999999999993";"2019-03-14";4.98;NA;"MST0239_2019-03-12";"MST0239";"MST0239STEX06_08";NA
"H08";"24";"MST0239";"3uL";"QtyorID";"Unknown";"24";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0239";"MST0239";"8";NA;"5.5";"2020-jun-08";"MST-SX06";NA;"350";"06_08";"#N/A-NA-#N/A";NA;"MST0239";"MST0239::#N/A-NA-#N/A";FALSE;"GEPED";"Musling";"oestjylland";"2019-03-12";"HevringbugtHB01";"93500119";57.6178166666667;10.5334777777778;12;10.6;"1300";"ja";"8.1999999999999993";"2019-03-14";4.98;NA;"MST0239_2019-03-12";"MST0239";"MST0239STEX06_08";NA
"H09";"24";"MST0239";"3uL";"QtyorID";"Unknown";"24";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0239";"MST0239";"8";NA;"5.5";"2020-jun-08";"MST-SX06";NA;"350";"06_08";"#N/A-NA-#N/A";NA;"MST0239";"MST0239::#N/A-NA-#N/A";FALSE;"GEPED";"Musling";"oestjylland";"2019-03-12";"HevringbugtHB01";"93500119";57.6178166666667;10.5334777777778;12;10.6;"1300";"ja";"8.1999999999999993";"2019-03-14";4.98;NA;"MST0239_2019-03-12";"MST0239";"MST0239STEX06_08";NA
"H04";"16";"MST0266";"3uL";"QtyorID";"Unknown";"16";"Treshold";"30.3892494917509";"419.622313726488";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0266";"MST0266";"8";NA;"3.54";"2020-jun-30";"MST-SX08";NA;"350";"08_08";"2019-03-07";NA;"MST0266";"MST0266::2019-03-07";FALSE;"JAROB_20629477";"LIVII";"Fyn";"2019-03-07";"6500351_DSoe";"96510125";55.0256666666667;10.4172694444444;14.3;13.2;"1300";"nej";"na";"2019-03-14";5.24;NA;"MST0266_2019-03-07";"MST0266";"MST0266STEX08_08";NA
"H05";"16";"MST0266";"3uL";"QtyorID";"Unknown";"16";"Treshold";"30.3784349901067";"422.422521476591";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0266";"MST0266";"8";NA;"3.54";"2020-jun-30";"MST-SX08";NA;"350";"08_08";"2019-03-07";NA;"MST0266";"MST0266::2019-03-07";FALSE;"JAROB_20629477";"LIVII";"Fyn";"2019-03-07";"6500351_DSoe";"96510125";55.0256666666667;10.4172694444444;14.3;13.2;"1300";"nej";"na";"2019-03-14";5.24;NA;"MST0266_2019-03-07";"MST0266";"MST0266STEX08_08";NA
"H06";"16";"MST0266";"3uL";"QtyorID";"Unknown";"16";"Treshold";"30.3120101894722";"440.036541443999";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0266";"MST0266";"8";NA;"3.54";"2020-jun-30";"MST-SX08";NA;"350";"08_08";"2019-03-07";NA;"MST0266";"MST0266::2019-03-07";FALSE;"JAROB_20629477";"LIVII";"Fyn";"2019-03-07";"6500351_DSoe";"96510125";55.0256666666667;10.4172694444444;14.3;13.2;"1300";"nej";"na";"2019-03-14";5.24;NA;"MST0266_2019-03-07";"MST0266";"MST0266STEX08_08";NA
"C04";"11";"MST0269";"3uL";"QtyorID";"Unknown";"11";"Treshold";"39.2744572246473";"1.77693381318416";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0269";"MST0269";"9";NA;"10.2";"2020-jun-30";"MST-SX08";NA;"350";"08_09";"#N/A-NA-#N/A";NA;"MST0269";"MST0269::#N/A-NA-#N/A";FALSE;"GEPED";"Musling";"oestjylland";"2019-03-12";"HevringbugtHB01";"93500119";57.6178166666667;10.5334777777778;12;10.6;"1350";"ja";"8.1999999999999993";"2019-03-14";4.98;NA;"MST0269_2019-03-12";"MST0269";"MST0269STEX08_09";NA
"C05";"11";"MST0269";"3uL";"QtyorID";"Unknown";"11";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0269";"MST0269";"9";NA;"10.2";"2020-jun-30";"MST-SX08";NA;"350";"08_09";"#N/A-NA-#N/A";NA;"MST0269";"MST0269::#N/A-NA-#N/A";FALSE;"GEPED";"Musling";"oestjylland";"2019-03-12";"HevringbugtHB01";"93500119";57.6178166666667;10.5334777777778;12;10.6;"1350";"ja";"8.1999999999999993";"2019-03-14";4.98;NA;"MST0269_2019-03-12";"MST0269";"MST0269STEX08_09";NA
"C06";"11";"MST0269";"3uL";"QtyorID";"Unknown";"11";"Treshold";"NaN";"NaN";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0269";"MST0269";"9";NA;"10.2";"2020-jun-30";"MST-SX08";NA;"350";"08_09";"#N/A-NA-#N/A";NA;"MST0269";"MST0269::#N/A-NA-#N/A";FALSE;"GEPED";"Musling";"oestjylland";"2019-03-12";"HevringbugtHB01";"93500119";57.6178166666667;10.5334777777778;12;10.6;"1350";"ja";"8.1999999999999993";"2019-03-14";4.98;NA;"MST0269_2019-03-12";"MST0269";"MST0269STEX08_09";NA
"G04";"15";"MST0278";"3uL";"QtyorID";"Unknown";"15";"Treshold";"32.4689031438991";"116.787181031049";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0278";"MST0278";"10";"14-03-2019, bundfauna, VEJ0004273";"2.78";"2020-jun-30";"MST-SX08";NA;"350";"08_10";"#N/A-NA-#N/A";NA;"MST0278";"MST0278::#N/A-NA-#N/A";FALSE;"JAROB_20629477";"LIVII";"Sydjylland";"2019-03-14";"VF_VejleFjord";"95130028";55.7044722222222;9.67034444444444;7.8;7;"1300";"ja";"4.6";"2019-03-15";5.26;NA;"MST0278_2019-03-14";"MST0278";"MST0278STEX08_10";NA
"G05";"15";"MST0278";"3uL";"QtyorID";"Unknown";"15";"Treshold";"32.4559977572275";"117.717797933916";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0278";"MST0278";"10";"14-03-2019, bundfauna, VEJ0004273";"2.78";"2020-jun-30";"MST-SX08";NA;"350";"08_10";"#N/A-NA-#N/A";NA;"MST0278";"MST0278::#N/A-NA-#N/A";FALSE;"JAROB_20629477";"LIVII";"Sydjylland";"2019-03-14";"VF_VejleFjord";"95130028";55.7044722222222;9.67034444444444;7.8;7;"1300";"ja";"4.6";"2019-03-15";5.26;NA;"MST0278_2019-03-14";"MST0278";"MST0278STEX08_10";NA
"G06";"15";"MST0278";"3uL";"QtyorID";"Unknown";"15";"Treshold";"32.351391405418";"125.539928737933";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0278";"MST0278";"10";"14-03-2019, bundfauna, VEJ0004273";"2.78";"2020-jun-30";"MST-SX08";NA;"350";"08_10";"#N/A-NA-#N/A";NA;"MST0278";"MST0278::#N/A-NA-#N/A";FALSE;"JAROB_20629477";"LIVII";"Sydjylland";"2019-03-14";"VF_VejleFjord";"95130028";55.7044722222222;9.67034444444444;7.8;7;"1300";"ja";"4.6";"2019-03-15";5.26;NA;"MST0278_2019-03-14";"MST0278";"MST0278STEX08_10";NA
"F04";"14";"MST0300";"3uL";"QtyorID";"Unknown";"14";"Treshold";"32.6768616649993";"102.766286616141";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0300";"MST0300";"12";"21-03-2019, FFSB0011, bundfauna, Flensborg ydre fjord";"7.55";"2020-jun-30";"MST-SX08";NA;"350";"08_12";"2019-03-21";NA;"MST0300";"MST0300::2019-03-21";FALSE;"JAROB_20629477";"LIVII";"Sydjylland";"2019-03-21";"FFSB0011SoenderborgBugt";"95700008";54.8372666666667;9.81814166666667;29.7;29;"1450";"ja";"26";"2019-03-22";4.8;NA;"MST0300_2019-03-21";"MST0300";"MST0300STEX08_12";NA
"F05";"14";"MST0300";"3uL";"QtyorID";"Unknown";"14";"Treshold";"33.005165800992";"83.9774219770992";"RSqdRn";"SlopedRn";"qpcr0788";"MONIS5biorad";"AssID03";"Psefar";"plt02";"qpcrrundate20210205";"MST0300";"MST0300";"12";"21-03-2019, FFSB0011, bundfauna, Flensborg ydre fjord";"7.55";"2020-jun-30";"MST-SX08";NA;"350";"08_12";"2019-03-21";NA;"MST0300";"MST0300::2019-03-21";FALSE;"JAROB_20629477";"LIVII";"Sydjylland";"2019-03-21";"FFSB0011SoenderborgBugt";"95700008";54.8372666666667;9.81814166666667;29.7;29;"1450";"ja";"26";"2019-03-22";4.8;NA;"MST0300_2019-03-21";"MST0300";"MST0300STEX08_12";NA
