speciesabbr,smplNm,U_Pr_Nr,GnNm,SpNm,ClNm,PhNm,speciesNm,lokalitet_vanda,lon,lat,Lok_omr01,Dato_inds,typCnt,mch,molcnt,Dato_inds.dd,Dato_inds.mm,Dato_inds.yy,ssn.smpl,mch.ssn,eDN.lv1.l10
Corcas,MST2021-099,MST2021099,Cordylophora,caspia,Hydrozoa,Cnidaria,C. caspia,94400007,10.3166972222222,56.1544166666667,94400007_ARH170006,2021-08-24,mcp,ddPCR,0,24,8,2021,1st_season,ddPCR : 1st_season,0
Corcas,MST2021-099,MST2021099,Cordylophora,caspia,Hydrozoa,Cnidaria,C. caspia,94400007,10.3166972222222,56.1544166666667,94400007_ARH170006,2021-08-24,mcp,qPCR,0,24,8,2021,1st_season,qPCR : 1st_season,0
Maggig,MST1022,MST1022,Magallana,gigas,Bivalvia,Mollusca,M. gigas,94400007,10.3170055555556,56.1547333333333,ARH1700006_94400007,2021-05-17,mcp,ddPCR,0,17,5,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST1022,MST1022,Magallana,gigas,Bivalvia,Mollusca,M. gigas,94400007,10.3170055555556,56.1547333333333,ARH1700006_94400007,2021-05-17,mcp,qPCR,0,17,5,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST1024,MST1024,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93770056,8.400225,56.6008333333333,NissumBredning,2021-04-15,mcp,ddPCR,0,15,4,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST1024,MST1024,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93770056,8.400225,56.6008333333333,NissumBredning,2021-04-15,mcp,qPCR,0,15,4,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST1027,MST1027,Magallana,gigas,Bivalvia,Mollusca,M. gigas,96510125,10.3685111111111,55.0262,Sydfynskeoehav_BF11,2021-03-19,mcp,ddPCR,0,19,3,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST1027,MST1027,Magallana,gigas,Bivalvia,Mollusca,M. gigas,96510125,10.3685111111111,55.0262,Sydfynskeoehav_BF11,2021-03-19,mcp,qPCR,0,19,3,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST1028,MST1028,Magallana,gigas,Bivalvia,Mollusca,M. gigas,95700008,9.81666666666667,54.8341666666667,FFSB0011,2021-03-15,mcp,ddPCR,0,15,3,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST1028,MST1028,Magallana,gigas,Bivalvia,Mollusca,M. gigas,95700008,9.81666666666667,54.8341666666667,FFSB0011,2021-03-15,mcp,qPCR,0,15,3,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST1031,MST1031,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93210013,11.7835111111111,55.8656666666667,Isefjordydre,2021-03-17,mcp,ddPCR,0,17,3,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST1031,MST1031,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93210013,11.7835111111111,55.8656666666667,Isefjordydre,2021-03-17,mcp,qPCR,0,17,3,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST1038,MST1038,Magallana,gigas,Bivalvia,Mollusca,M. gigas,95220322,11.5002361111111,55.1395,BFKarrebaeksmindeBugt,2021-04-14,mcp,ddPCR,0.363321267068386,14,4,2021,2nd_season,ddPCR : 2nd_season,0.13459820952082818
Maggig,MST1038,MST1038,Magallana,gigas,Bivalvia,Mollusca,M. gigas,95220322,11.5002361111111,55.1395,BFKarrebaeksmindeBugt,2021-04-14,mcp,qPCR,0,14,4,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST1039,MST1039,Magallana,gigas,Bivalvia,Mollusca,M. gigas,91320001,8.21670555555556,56.0778333333333,RKB1,2021-04-26,mcp,ddPCR,0,26,4,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST1039,MST1039,Magallana,gigas,Bivalvia,Mollusca,M. gigas,91320001,8.21670555555556,56.0778333333333,RKB1,2021-04-26,mcp,qPCR,0,26,4,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST1043,MST1043,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93500119,10.3204,56.6261666666667,Hevringbugt,2021-04-06,mcp,ddPCR,0,6,4,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST1043,MST1043,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93500119,10.3204,56.6261666666667,Hevringbugt,2021-04-06,mcp,qPCR,0,6,4,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST1054,MST1054,Magallana,gigas,Bivalvia,Mollusca,M. gigas,99000052,13.3,55,DMU444_Arkona,2021-05-18,mcp,ddPCR,0,18,5,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST1054,MST1054,Magallana,gigas,Bivalvia,Mollusca,M. gigas,99000052,13.3,55,DMU444_Arkona,2021-05-18,mcp,qPCR,0,18,5,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-005,MST2021005,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93220011,12.04,55.713,ROS60_322RoskildeFjord,2021-06-01,mcp,ddPCR,0,1,6,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-005,MST2021005,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93220011,12.04,55.713,ROS60_322RoskildeFjord,2021-06-01,mcp,qPCR,0,1,6,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-006,MST2021006,Magallana,gigas,Bivalvia,Mollusca,M. gigas,99210007,12.0851805555556,54.7410833333333,1001027Hovedeskov,2021-08-24,mcp,ddPCR,0,24,8,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-006,MST2021006,Magallana,gigas,Bivalvia,Mollusca,M. gigas,99210007,12.0851805555556,54.7410833333333,1001027Hovedeskov,2021-08-24,mcp,qPCR,0,24,8,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-008,MST2021008,Magallana,gigas,Bivalvia,Mollusca,M. gigas,97200002,12.75,55.8666666666667,KBH431_Ven,2021-05-19,mcp,ddPCR,0,19,5,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-008,MST2021008,Magallana,gigas,Bivalvia,Mollusca,M. gigas,97200002,12.75,55.8666666666667,KBH431_Ven,2021-05-19,mcp,qPCR,0,19,5,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-011,MST2021011,Magallana,gigas,Bivalvia,Mollusca,M. gigas,98210012,11.0846527777778,54.73475,0401011FemerenBaeltVest,2021-08-31,mcp,ddPCR,0.4071536660194395,31,8,2021,1st_season,ddPCR : 1st_season,0.1483415264754344
Maggig,MST2021-011,MST2021011,Magallana,gigas,Bivalvia,Mollusca,M. gigas,98210012,11.0846527777778,54.73475,0401011FemerenBaeltVest,2021-08-31,mcp,qPCR,0,31,8,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-012,MST2021012,Magallana,gigas,Bivalvia,Mollusca,M. gigas,95130028,9.66136111111111,55.7021833333333,VejleFjordindre_VF,2021-04-27,mcp,ddPCR,0,27,4,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-012,MST2021012,Magallana,gigas,Bivalvia,Mollusca,M. gigas,95130028,9.66136111111111,55.7021833333333,VejleFjordindre_VF,2021-04-27,mcp,qPCR,0,27,4,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-013,MST2021013,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93220011,12.04,55.713,ROS60,2021-08-25,mcp,ddPCR,0,25,8,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-013,MST2021013,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93220011,12.04,55.713,ROS60,2021-08-25,mcp,qPCR,0,25,8,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-015,MST2021015,Magallana,gigas,Bivalvia,Mollusca,M. gigas,91320001,8.21678611111111,56.0778333333333,RKB1,2021-09-02,mcp,ddPCR,0,2,9,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-015,MST2021015,Magallana,gigas,Bivalvia,Mollusca,M. gigas,91320001,8.21678611111111,56.0778333333333,RKB1,2021-09-02,mcp,qPCR,0,2,9,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-019,MST2021019,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93000005,10.7834722222222,56.8566666666667,NOR409_aalborgBugt,2021-05-25,mcp,ddPCR,0,25,5,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-019,MST2021019,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93000005,10.7834722222222,56.8566666666667,NOR409_aalborgBugt,2021-05-25,mcp,qPCR,0,25,5,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-025,MST2021025,Magallana,gigas,Bivalvia,Mollusca,M. gigas,99150002,15.5078333333333,55.0334833333333,FranksRev,2021-06-10,mcp,ddPCR,0,10,6,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-025,MST2021025,Magallana,gigas,Bivalvia,Mollusca,M. gigas,99150002,15.5078333333333,55.0334833333333,FranksRev,2021-06-10,mcp,qPCR,0,10,6,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-028,MST2021028,Magallana,gigas,Bivalvia,Mollusca,M. gigas,92200001,9.90025555555555,57.6078333333333,HirtshalsNOR7715_92200001,2021-09-27,mcp,ddPCR,0,27,9,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-028,MST2021028,Magallana,gigas,Bivalvia,Mollusca,M. gigas,92200001,9.90025555555555,57.6078333333333,HirtshalsNOR7715_92200001,2021-09-27,mcp,qPCR,0,27,9,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-029,MST2021029,Magallana,gigas,Bivalvia,Mollusca,M. gigas,97200002,12.7336055555556,55.8616666666667,KBH431,2021-09-07,mcp,ddPCR,0,7,9,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-029,MST2021029,Magallana,gigas,Bivalvia,Mollusca,M. gigas,97200002,12.7336055555556,55.8616666666667,KBH431,2021-09-07,mcp,qPCR,0,7,9,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-030,MST2021030,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93740007,9.06681944444444,56.6208333333333,SkiveFjord,2021-05-26,mcp,ddPCR,0,26,5,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-030,MST2021030,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93740007,9.06681944444444,56.6208333333333,SkiveFjord,2021-05-26,mcp,qPCR,0,26,5,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-031,MST2021031,Magallana,gigas,Bivalvia,Mollusca,M. gigas,92200001,9.90025555555555,57.6078333333333,HirtshalsNOR7715_92200001,2021-06-17,mcp,ddPCR,0,17,6,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-031,MST2021031,Magallana,gigas,Bivalvia,Mollusca,M. gigas,92200001,9.90025555555555,57.6078333333333,HirtshalsNOR7715_92200001,2021-06-17,mcp,qPCR,0,17,6,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-032,MST2021032,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93920064,10.4687805555556,57.5407666666667,KragskovRevSyd,2021-06-23,mcp,ddPCR,0,23,6,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-032,MST2021032,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93920064,10.4687805555556,57.5407666666667,KragskovRevSyd,2021-06-23,mcp,qPCR,0,23,6,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-039,MST2021039,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93610032,9.96678333333333,56.6626666666667,MariagerFjord,2021-05-07,mcp,ddPCR,0,7,5,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-039,MST2021039,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93610032,9.96678333333333,56.6626666666667,MariagerFjord,2021-05-07,mcp,qPCR,0,7,5,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-040,MST2021040,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93420310,10.9524027777778,56.4437333333333,Tr3Fornaes,2021-09-15,mcp,ddPCR,0,15,9,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-040,MST2021040,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93420310,10.9524027777778,56.4437333333333,Tr3Fornaes,2021-09-15,mcp,qPCR,0,15,9,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-043,MST2021043,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93000001,11.1513361111111,56.1316666666667,VSJ20925,2021-05-17,mcp,ddPCR,0,17,5,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-043,MST2021043,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93000001,11.1513361111111,56.1316666666667,VSJ20925,2021-05-17,mcp,qPCR,0,17,5,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-044,MST2021044,Magallana,gigas,Bivalvia,Mollusca,M. gigas,91500007,8.35012777777778,55.3375166666667,Soenderhooest,2021-05-19,mcp,ddPCR,0,19,5,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-044,MST2021044,Magallana,gigas,Bivalvia,Mollusca,M. gigas,91500007,8.35012777777778,55.3375166666667,Soenderhooest,2021-05-19,mcp,qPCR,0,19,5,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-049,MST2021049,Magallana,gigas,Bivalvia,Mollusca,M. gigas,91650035,8.56828611111111,55.0938666666667,ListerDyb,2021-05-21,mcp,ddPCR,1.3268715143203749,21,5,2021,2nd_season,ddPCR : 2nd_season,0.3667724029849501
Maggig,MST2021-049,MST2021049,Magallana,gigas,Bivalvia,Mollusca,M. gigas,91650035,8.56828611111111,55.0938666666667,ListerDyb,2021-05-21,mcp,qPCR,1.2661,21,5,2021,2nd_season,qPCR : 2nd_season,0.3552790707921331
Maggig,MST2021-051,MST2021051,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93730002,9.07075,56.9543333333333,93730002_VIB3708_1,2021-06-04,mcp,ddPCR,0,4,6,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-051,MST2021051,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93730002,9.07075,56.9543333333333,93730002_VIB3708_1,2021-06-04,mcp,qPCR,0,4,6,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-052,MST2021052,Magallana,gigas,Bivalvia,Mollusca,M. gigas,94230001,10.5169333333333,55.4678333333333,FYN6900017,2021-06-14,mcp,ddPCR,0,14,6,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-052,MST2021052,Magallana,gigas,Bivalvia,Mollusca,M. gigas,94230001,10.5169333333333,55.4678333333333,FYN6900017,2021-06-14,mcp,qPCR,0,14,6,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-055,MST2021055,Magallana,gigas,Bivalvia,Mollusca,M. gigas,99000049,15.9833333333333,55.25,99000049,2021-09-14,mcp,ddPCR,0,14,9,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-055,MST2021055,Magallana,gigas,Bivalvia,Mollusca,M. gigas,99000049,15.9833333333333,55.25,99000049,2021-09-14,mcp,qPCR,0,14,9,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-058,MST2021058,Magallana,gigas,Bivalvia,Mollusca,M. gigas,94300001,10.0845083333333,55.6743833333333,94300001_VEJ0006870,2021-08-30,mcp,ddPCR,0,30,8,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-058,MST2021058,Magallana,gigas,Bivalvia,Mollusca,M. gigas,94300001,10.0845083333333,55.6743833333333,94300001_VEJ0006870,2021-08-30,mcp,qPCR,0,30,8,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-062,MST2021062,Magallana,gigas,Bivalvia,Mollusca,M. gigas,95600002,10.1654166666667,54.9975833333333,95600002_FYN6300043,2021-05-21,mcp,ddPCR,0,21,5,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-062,MST2021062,Magallana,gigas,Bivalvia,Mollusca,M. gigas,95600002,10.1654166666667,54.9975833333333,95600002_FYN6300043,2021-05-21,mcp,qPCR,0,21,5,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-064,MST2021064,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93730002,9.05020833333333,56.954,93730002_VIB3708_1,2021-09-02,mcp,ddPCR,0,2,9,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-064,MST2021064,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93730002,9.05020833333333,56.954,93730002_VIB3708_1,2021-09-02,mcp,qPCR,0,2,9,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-070,MST2021070,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93610032,9.96678333333333,56.6626666666667,93610032,2021-10-26,mcp,ddPCR,0,26,10,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-070,MST2021070,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93610032,9.96678333333333,56.6626666666667,93610032,2021-10-26,mcp,qPCR,0,26,10,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-071,MST2021071,Magallana,gigas,Bivalvia,Mollusca,M. gigas,94230001,10.5169333333333,55.4678333333333,FYN6900017,2021-10-13,mcp,ddPCR,0,13,10,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-071,MST2021071,Magallana,gigas,Bivalvia,Mollusca,M. gigas,94230001,10.5169333333333,55.4678333333333,FYN6900017,2021-10-13,mcp,qPCR,0,13,10,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-075,MST2021075,Magallana,gigas,Bivalvia,Mollusca,M. gigas,94300001,10.0845083333333,55.6743833333333,VEJ0006870_94300001,2021-05-11,mcp,ddPCR,0,11,5,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-075,MST2021075,Magallana,gigas,Bivalvia,Mollusca,M. gigas,94300001,10.0845083333333,55.6743833333333,VEJ0006870_94300001,2021-05-11,mcp,qPCR,0,11,5,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-076,MST2021076,Magallana,gigas,Bivalvia,Mollusca,M. gigas,99000052,13.3,54.9996666666667,DMU444,2021-09-02,mcp,ddPCR,0,2,9,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-076,MST2021076,Magallana,gigas,Bivalvia,Mollusca,M. gigas,99000052,13.3,54.9996666666667,DMU444,2021-09-02,mcp,qPCR,0,2,9,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-079,MST2021079,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93740007,9.06681944444444,56.6208333333333,93740007_VIB3727_1,2021-09-06,mcp,ddPCR,0,6,9,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-079,MST2021079,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93740007,9.06681944444444,56.6208333333333,93740007_VIB3727_1,2021-09-06,mcp,qPCR,0,6,9,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-081,MST2021081,Magallana,gigas,Bivalvia,Mollusca,M. gigas,91500007,8.35012777777778,55.3375166666667,Soenderhooest,2021-09-20,mcp,ddPCR,0,20,9,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-081,MST2021081,Magallana,gigas,Bivalvia,Mollusca,M. gigas,91500007,8.35012777777778,55.3375166666667,Soenderhooest,2021-09-20,mcp,qPCR,0,20,9,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-082,MST2021082,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93000005,10.7845083333333,56.8561,93000005_NOR409,2021-09-07,mcp,ddPCR,0,7,9,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-082,MST2021082,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93000005,10.7845083333333,56.8561,93000005_NOR409,2021-09-07,mcp,qPCR,0,7,9,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-083,MST2021083,Magallana,gigas,Bivalvia,Mollusca,M. gigas,95600002,10.1517305555556,54.9976833333333,FYN6300043,2021-10-22,mcp,ddPCR,0,22,10,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-083,MST2021083,Magallana,gigas,Bivalvia,Mollusca,M. gigas,95600002,10.1517305555556,54.9976833333333,FYN6300043,2021-10-22,mcp,qPCR,0,22,10,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-085,MST2021085,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93000001,11.1501055555556,56.1305,93000001,2021-09-16,mcp,ddPCR,0.362626910209656,16,9,2021,1st_season,ddPCR : 1st_season,0.13437696147124772
Maggig,MST2021-085,MST2021085,Magallana,gigas,Bivalvia,Mollusca,M. gigas,93000001,11.1501055555556,56.1305,93000001,2021-09-16,mcp,qPCR,0,16,9,2021,1st_season,qPCR : 1st_season,0
Maggig,MST2021-088,MST2021088,Magallana,gigas,Bivalvia,Mollusca,M. gigas,96700057,10.8276944444444,55.4392166666667,KertemindeBugt,2021-05-20,mcp,ddPCR,0,20,5,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-088,MST2021088,Magallana,gigas,Bivalvia,Mollusca,M. gigas,96700057,10.8276944444444,55.4392166666667,KertemindeBugt,2021-05-20,mcp,qPCR,0,20,5,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-089,MST2021089,Magallana,gigas,Bivalvia,Mollusca,M. gigas,94510035,10.6003444444444,56.2094,EbeltoftVig,2021-05-17,mcp,ddPCR,0,17,5,2021,2nd_season,ddPCR : 2nd_season,0
Maggig,MST2021-089,MST2021089,Magallana,gigas,Bivalvia,Mollusca,M. gigas,94510035,10.6003444444444,56.2094,EbeltoftVig,2021-05-17,mcp,qPCR,0,17,5,2021,2nd_season,qPCR : 2nd_season,0
Maggig,MST2021-099,MST2021099,Magallana,gigas,Bivalvia,Mollusca,M. gigas,94400007,10.3166972222222,56.1544166666667,94400007_ARH170006,2021-08-24,mcp,ddPCR,0,24,8,2021,1st_season,ddPCR : 1st_season,0
Maggig,MST2021-099,MST2021099,Magallana,gigas,Bivalvia,Mollusca,M. gigas,94400007,10.3166972222222,56.1544166666667,94400007_ARH170006,2021-08-24,mcp,qPCR,0,24,8,2021,1st_season,qPCR : 1st_season,0
Erisin,MST1022,MST1022,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,94400007,10.3170055555556,56.1547333333333,ARH1700006_94400007,2021-05-17,mcp,ddPCR,0.33654790371656396,17,5,2021,2nd_season,ddPCR : 2nd_season,0.1259845290835281
Erisin,MST1022,MST1022,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,94400007,10.3170055555556,56.1547333333333,ARH1700006_94400007,2021-05-17,mcp,qPCR,0,17,5,2021,2nd_season,qPCR : 2nd_season,0
Erisin,MST1024,MST1024,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,93770056,8.400225,56.6008333333333,NissumBredning,2021-04-15,mcp,ddPCR,0.361712723970413,15,4,2021,2nd_season,ddPCR : 2nd_season,0.1340854955695254
Erisin,MST1024,MST1024,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,93770056,8.400225,56.6008333333333,NissumBredning,2021-04-15,mcp,qPCR,0,15,4,2021,2nd_season,qPCR : 2nd_season,0
Erisin,MST1027,MST1027,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,96510125,10.3685111111111,55.0262,Sydfynskeoehav_BF11,2021-03-19,mcp,ddPCR,1.765941977500915,19,3,2021,2nd_season,ddPCR : 2nd_season,0.4418430654640072
Erisin,MST1027,MST1027,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,96510125,10.3685111111111,55.0262,Sydfynskeoehav_BF11,2021-03-19,mcp,qPCR,0,19,3,2021,2nd_season,qPCR : 2nd_season,0
Erisin,MST1028,MST1028,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,95700008,9.81666666666667,54.8341666666667,FFSB0011,2021-03-15,mcp,ddPCR,0.4682842642068865,15,3,2021,2nd_season,ddPCR : 2nd_season,0.16681014442549766
Erisin,MST1028,MST1028,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,95700008,9.81666666666667,54.8341666666667,FFSB0011,2021-03-15,mcp,qPCR,0,15,3,2021,2nd_season,qPCR : 2nd_season,0
Erisin,MST1031,MST1031,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,93210013,11.7835111111111,55.8656666666667,Isefjordydre,2021-03-17,mcp,ddPCR,0,17,3,2021,2nd_season,ddPCR : 2nd_season,0
Erisin,MST1031,MST1031,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,93210013,11.7835111111111,55.8656666666667,Isefjordydre,2021-03-17,mcp,qPCR,0,17,3,2021,2nd_season,qPCR : 2nd_season,0
Erisin,MST1038,MST1038,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,95220322,11.5002361111111,55.1395,BFKarrebaeksmindeBugt,2021-04-14,mcp,ddPCR,0,14,4,2021,2nd_season,ddPCR : 2nd_season,0
Erisin,MST1038,MST1038,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,95220322,11.5002361111111,55.1395,BFKarrebaeksmindeBugt,2021-04-14,mcp,qPCR,0,14,4,2021,2nd_season,qPCR : 2nd_season,0
Erisin,MST1039,MST1039,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,91320001,8.21670555555556,56.0778333333333,RKB1,2021-04-26,mcp,ddPCR,0,26,4,2021,2nd_season,ddPCR : 2nd_season,0
Erisin,MST1039,MST1039,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,91320001,8.21670555555556,56.0778333333333,RKB1,2021-04-26,mcp,qPCR,0,26,4,2021,2nd_season,qPCR : 2nd_season,0
Erisin,MST1043,MST1043,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,93500119,10.3204,56.6261666666667,Hevringbugt,2021-04-06,mcp,ddPCR,0.35400673747062694,6,4,2021,2nd_season,ddPCR : 2nd_season,0.13162082538238642
Erisin,MST1043,MST1043,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,93500119,10.3204,56.6261666666667,Hevringbugt,2021-04-06,mcp,qPCR,0,6,4,2021,2nd_season,qPCR : 2nd_season,0
Erisin,MST1054,MST1054,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,99000052,13.3,55,DMU444_Arkona,2021-05-18,mcp,ddPCR,0,18,5,2021,2nd_season,ddPCR : 2nd_season,0
Erisin,MST1054,MST1054,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,99000052,13.3,55,DMU444_Arkona,2021-05-18,mcp,qPCR,0,18,5,2021,2nd_season,qPCR : 2nd_season,0
Erisin,MST2021-005,MST2021005,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,93220011,12.04,55.713,ROS60_322RoskildeFjord,2021-06-01,mcp,ddPCR,0,1,6,2021,2nd_season,ddPCR : 2nd_season,0
Erisin,MST2021-005,MST2021005,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,93220011,12.04,55.713,ROS60_322RoskildeFjord,2021-06-01,mcp,qPCR,0,1,6,2021,2nd_season,qPCR : 2nd_season,0
Erisin,MST2021-006,MST2021006,Eriocheir,sinensis,Malacostraca,Arthropoda,E. sinensis,99210007,12.0851805555556,54.7410833333333,1001027Hovedeskov,2021-08-24,mcp,ddPCR,0,24,8,2021,1st_season,ddPCR : 1st_season,0
